CustomerKey,FirstName,LastName,Gender,DateFirstPurchase,Customer City,Customer Country
22410,Cassandra,Arthur,F,2019-05-05,Hervey Bay,Australia
22411,Amy,He,F,2019-05-24,Wollongong,Australia
22412,Drew,Andersen,M,2019-04-30,Melbourne,Australia
22413,Kristi,Diaz,F,2020-12-23,Paris,France
22414,Eugene,Wu,M,2020-01-08,Hamburg,Germany
22415,Natalie,Phillips,F,2020-01-07,Solingen,Germany
22416,Tabitha,Romero,F,2020-08-06,London,United Kingdom
22417,Shaun,Goel,M,2020-09-16,Paris,France
22418,Jacob,Smith,M,2020-08-09,Bury,United Kingdom
22419,Damien,Xu,M,2020-09-24,Saint Germain en Laye,France
22420,Richard,Moore,M,2020-05-29,Metz,France
22421,Barbara,Sharma,F,2020-06-06,Berkshire,United Kingdom
22422,Nichole,Black,F,2020-09-18,Runcorn,United Kingdom
22423,Byron,Hernandez,M,2020-06-12,Paris,France
22424,Edwin,Rai,M,2020-04-07,Roissy en Brie,France
22425,Roy,Sullivan,M,2020-10-24,Verrieres Le Buisson,France
22426,Heather,Zhu,F,2020-06-26,Sèvres,France
22427,Willie,Sharma,M,2020-08-29,Maidenhead,United Kingdom
22428,Destiny,Smith,F,2020-09-22,York,United Kingdom
22429,Jesse,Reed,M,2020-08-31,Newcastle upon Tyne,United Kingdom
22430,Brad,Chande,M,2019-12-28,Roncq,France
22431,Marie,Dominguez,F,2020-03-06,Paris,France
22432,Bridget,Xie,F,2020-01-05,Frankfurt,Germany
22433,Miguel,Hill,M,2020-08-30,Watford,United Kingdom
22434,Billy,Schmidt,M,2020-10-18,London,United Kingdom
22435,Ross,Navarro,M,2020-05-17,Lille,France
22436,Roger,Raji,M,2020-01-15,Bonn,Germany
22437,Trisha,Zheng,F,2020-08-19,Wokingham,United Kingdom
22438,Casey,Jiménez,M,2020-06-05,Colombes,France
22439,Tracy,Raji,F,2020-10-26,Runcorn,United Kingdom
22440,Robyn,Sanz,F,2020-06-18,Verrieres Le Buisson,France
22441,Andrea,Torres,F,2020-01-23,Hof,Germany
22442,Trisha,Sun,F,2020-10-27,High Wycombe,United Kingdom
22443,Marvin,Suarez,M,2020-06-02,Metz,France
22444,Colin,Xie,M,2020-11-01,Frankfurt,Germany
22445,Diane,Suarez,F,2020-01-24,Colomiers,France
22446,Jake,Wu,M,2020-09-17,Gloucestershire,United Kingdom
22447,Tara,Shan,F,2020-11-08,Kiel,Germany
22448,Cindy,Weber,F,2020-02-21,Morangis,France
22449,Heather,He,F,2020-02-24,Roissy en Brie,France
22450,Audrey,Alvarez,F,2020-10-29,Sulzbach Taunus,Germany
22451,Barbara,Rai,F,2020-09-18,Cheltenham,United Kingdom
22452,Carly,Deng,F,2020-08-29,High Wycombe,United Kingdom
22453,Dakota,Long,M,2020-11-16,Darmstadt,Germany
22454,Rebekah,Raman,F,2020-11-07,Maidenhead,United Kingdom
22455,Roy,Kapoor,M,2020-02-08,Hamburg,Germany
22456,Brittney,Guo,F,2020-10-17,Warrington,United Kingdom
22457,Kimberly,Cooper,F,2020-04-23,Bury,United Kingdom
22458,Kendra,Vazquez,F,2020-06-21,Verrieres Le Buisson,France
22459,Johnny,Xu,M,2020-01-20,Bonn,Germany
22460,Julio,Torres,M,2020-10-11,London,United Kingdom
22461,Arturo,Luo,M,2020-10-14,Watford,United Kingdom
22462,Lydia,Chandra,F,2020-02-08,Duesseldorf,Germany
22463,Raymond,Chandra,M,2020-07-06,Drancy,France
22464,Erik,Sanz,M,2020-04-27,Les Ulis,France
22465,Arturo,Shan,M,2020-04-21,Suresnes,France
22466,Raul,Tang,M,2020-06-30,Paris,France
22467,Neil,Alvarez,M,2020-10-16,Maidenhead,United Kingdom
22468,Ruben,Gonzalez,M,2020-11-16,London,United Kingdom
22469,Sabrina,Moreno,F,2020-03-15,Erlangen,Germany
22470,Carly,Tang,F,2020-11-02,High Wycombe,United Kingdom
22471,Joel,Martinez,M,2020-07-23,Lieusaint,France
22472,Bridget,Sharma,F,2020-07-07,Morangis,France
22473,Clifford,Patel,M,2020-03-22,Berlin,Germany
22474,Leah,Zhu,F,2020-12-07,Frankfurt am Main,Germany
22475,Heidi,Rana,F,2020-04-10,Berks,United Kingdom
22476,Shane,Martinez,M,2020-11-12,Saarlouis,Germany
22477,Kevin,Diaz,M,2020-03-04,Kassel,Germany
22478,Carolyn,Browning,F,2020-03-19,Salzgitter,Germany
22479,Tammy,Malhotra,F,2020-03-22,Hannover,Germany
22480,Abby,Gonzalez,F,2020-07-05,Orly,France
22481,Erik,Ortega,M,2020-03-01,Stuttgart,Germany
22482,Cassidy,Jenkins,F,2021-01-08,Frankfurt,Germany
22483,Lee,Ramos,M,2020-12-04,Paris,France
22484,Kristy,Ruiz,F,2020-07-30,Paris,France
22485,Andy,Suarez,M,2020-10-21,Saint-Denis,France
22486,Jimmy,Ruiz,M,2020-03-21,Bonn,Germany
22487,Jonathon,Gill,M,2020-08-01,Tremblay-en-France,France
22488,Frederick,Patel,M,2020-04-27,Eilenburg,Germany
22489,Roger,Xie,M,2020-12-12,Verrieres Le Buisson,France
22490,Desiree,Vazquez,F,2020-08-11,Paris La Defense,France
22491,Jerry,Nara,M,2020-02-08,Neunkirchen,Germany
22492,Jorge,She,M,2020-02-19,Solingen,Germany
22493,Dwayne,Sanz,M,2021-01-24,Münster,Germany
22494,Jon,Andersen,M,2020-03-07,Darmstadt,Germany
22495,Andy,Serrano,M,2020-08-04,Courbevoie,France
22496,Christina,Brooks,F,2020-10-05,Cheltenham,United Kingdom
22497,Casey,Gomez,M,2020-06-01,Dresden,Germany
22498,Pedro,Jimenez,M,2020-08-11,Bobigny,France
22499,Dawn,Zhou,F,2020-08-27,Sèvres,France
22500,Brent,Zhao,M,2020-05-15,Paris,France
22501,Colin,Ye,M,2020-06-19,Paris,France
22502,Grace,Miller,F,2020-08-29,Cheltenham,United Kingdom
22503,Sandra,Zhao,F,2020-09-09,Newcastle upon Tyne,United Kingdom
22504,Arturo,Rai,M,2020-08-29,Runcorn,United Kingdom
22505,Julie,Shen,F,2020-10-31,W. York,United Kingdom
22506,Brenda,Prasad,F,2020-04-25,Erlangen,Germany
22507,Louis,Wang,M,2020-06-24,Erlangen,Germany
22508,Jon,Huang,M,2020-11-12,München,Germany
22509,Lacey,Nara,F,2020-11-09,Paderborn,Germany
22510,Lori,Gill,F,2020-10-02,Runcorn,United Kingdom
22511,Wendy,Suarez,F,2020-07-29,Dunkerque,France
22512,Meagan,Mehta,F,2020-08-12,Saint-Denis,France
22513,Kenneth,Anand,M,2020-04-24,Colombes,France
22514,Marvin,Johnsen,M,2021-01-14,Paderborn,Germany
22515,Alexa,Morris,F,2020-08-10,Chatou,France
22516,Adrienne,Ortega,F,2020-06-13,Hannover,Germany
22517,Luis,Adams,M,2020-04-19,Hof,Germany
22518,Jillian,Sai,F,2020-11-15,Reading,United Kingdom
22519,Logan,Hughes,M,2020-10-31,Saarlouis,Germany
22520,Rodney,Torres,M,2020-10-14,London,United Kingdom
22521,Christina,Rivera,F,2021-01-02,Frankfurt,Germany
22522,Benjamin,Hayes,M,2020-04-10,Neunkirchen,Germany
22523,Jon,Xu,M,2020-12-19,Frankfurt,Germany
22524,Michele,Hernandez,F,2020-06-04,Roubaix,France
22525,Julio,Gutierrez,M,2020-04-19,Sulzbach Taunus,Germany
22526,Jamie,Moreno,M,2020-11-19,Oxford,United Kingdom
22527,Rachel,Flores,F,2020-03-20,Dunkerque,France
22528,Jaime,Blanco,F,2020-08-08,Bracknell,United Kingdom
22529,Ross,Raman,M,2020-08-09,Lieusaint,France
22530,Kelli,Jai,F,2020-09-24,Oxon,United Kingdom
22531,Tiffany,Zhou,F,2020-10-02,Paris,France
22532,Ryan,Thomas,M,2020-12-03,Stoke-on-Trent,United Kingdom
22533,Jake,Liu,M,2020-11-27,Hamburg,Germany
22534,Suzanne,Liang,F,2020-12-19,Paris,France
22535,Rachael,Prasad,F,2020-11-16,Esher-Molesey,United Kingdom
22536,Brianna,Rogers,F,2020-11-17,Oxford,United Kingdom
22537,Xavier,Jenkins,M,2020-12-14,Paderborn,Germany
22538,Bianca,Wang,F,2021-01-24,Tremblay-en-France,France
22539,Randall,Sanz,M,2020-05-26,Woolston,United Kingdom
22540,Latasha,Ramos,F,2020-04-24,Billericay,United Kingdom
22541,Stefanie,Martinez,F,2020-04-29,Paderborn,Germany
22542,Teresa,Alvarez,F,2020-10-24,Paris,France
22543,Jeremy,Campbell,M,2020-03-20,Portland,United States
22544,Maria,Evans,F,2020-02-04,Royal Oak,Canada
22545,Brittany,Bryant,F,2020-08-05,Langford,Canada
22546,Nicholas,Jones,M,2020-08-21,Lebanon,United States
22547,Elijah,Flores,M,2020-05-07,National City,United States
22548,Angela,Brooks,F,2021-01-02,San Carlos,United States
22549,Isabel,Russell,F,2020-03-02,Olympia,United States
22550,Kristopher,Rana,M,2020-08-17,York,United Kingdom
22551,Andy,Rubio,M,2020-10-29,München,Germany
22552,Andrea,Rusko,F,2020-06-28,Pantin,France
22553,Melinda,Vazquez,F,2020-07-06,Oxford,United Kingdom
22554,Gilbert,Xu,M,2020-03-11,York,United Kingdom
22555,Ethan,Taylor,M,2020-09-15,Saint-Denis,France
22556,Oscar,Griffin,M,2020-07-13,Tremblay-en-France,France
22557,Jason,Scott,M,2020-07-31,Leeds,United Kingdom
22558,Ernest,Ye,M,2020-05-26,Warrington,United Kingdom
22559,Stacy,Vazquez,F,2020-02-13,York,United Kingdom
22560,Casey,Jai,F,2020-04-23,Billericay,United Kingdom
22561,Katie,Nara,F,2020-07-25,Croix,France
22562,Kelli,Li,F,2020-03-14,Drancy,France
22563,Darren,Weber,M,2020-09-26,Saarbrücken,Germany
22564,Autumn,Sun,F,2020-10-02,Oxon,United Kingdom
22565,Brenda,Subram,F,2020-11-19,Frankfurt am Main,Germany
22566,Damien,Pal,M,2020-11-26,Bracknell,United Kingdom
22567,Glenn,Zhu,M,2020-06-09,Paris,France
22568,Autumn,Wu,F,2020-07-17,Berlin,Germany
22569,Johnny,Goel,M,2020-03-19,Maidenhead,United Kingdom
22570,Jackson,Yang,M,2020-11-01,Watford,United Kingdom
22571,Armando,Vazquez,M,2019-05-07,Milsons Point,Australia
22572,Karen,Cai,F,2019-05-25,Wollongong,Australia
22573,Lance,Sanz,M,2019-05-22,Goulburn,Australia
22574,Randy,Zheng,M,2020-06-03,Port Macquarie,Australia
22575,Orlando,Blanco,M,2019-05-01,Melbourne,Australia
22576,Tony,Xu,M,2019-05-01,North Ryde,Australia
22577,Bryant,Sai,M,2019-05-29,Port Macquarie,Australia
22578,Juan,Vazquez,M,2019-05-09,Seaford,Australia
22579,Kara,Lal,F,2019-05-16,Port Macquarie,Australia
22580,Alexis,Long,F,2019-05-02,Gold Coast,Australia
22581,Theresa,Vazquez,F,2019-05-10,Wollongong,Australia
22582,Evelyn,Madan,F,2019-05-06,Townsville,Australia
22583,Troy,Sara,M,2019-05-15,Hervey Bay,Australia
22584,Meagan,Lopez,F,2020-06-26,Les Ulis,France
22585,Kelvin,He,M,2020-05-28,Essen,Germany
22586,Derek,Shen,M,2020-11-26,York,United Kingdom
22587,Gina,Alonso,F,2020-05-01,München,Germany
22588,Teresa,Martin,F,2020-07-09,Gloucestershire,United Kingdom
22589,Cynthia,Suri,F,2020-08-27,Oxford,United Kingdom
22590,Oscar,Hughes,M,2020-05-13,Neunkirchen,Germany
22591,Jon,Becker,M,2020-05-23,Hamburg,Germany
22592,Lindsey,Anand,F,2020-11-16,Stoke-on-Trent,United Kingdom
22593,Thomas,Johnson,M,2020-08-26,Villeneuve-d'Ascq,France
22594,Gabriella,James,F,2020-11-04,Billericay,United Kingdom
22595,Nicolas,Xie,M,2020-07-06,Colomiers,France
22596,Omar,Xu,M,2020-11-01,London,United Kingdom
22597,Rachael,Chandra,F,2020-05-16,Berlin,Germany
22598,Donald,Sanchez,M,2020-05-26,Berlin,Germany
22599,Philip,Gill,M,2020-11-11,London,United Kingdom
22600,Maurice,Kumar,M,2020-12-16,Kirkby,United Kingdom
22601,Aimee,Gao,F,2020-08-22,Orleans,France
22602,Kelli,Andersen,F,2020-12-07,Wokingham,United Kingdom
22603,Autumn,He,F,2020-08-27,Roubaix,France
22604,Wyatt,Simmons,M,2020-12-12,Leeds,United Kingdom
22605,Derrick,Schmidt,M,2020-12-12,Watford,United Kingdom
22606,Alfredo,Hernandez,M,2020-05-06,Mühlheim,Germany
22607,Whitney,Gonzalez,F,2020-06-13,Neunkirchen,Germany
22608,Arthur,Munoz,M,2020-12-17,Bracknell,United Kingdom
22609,Clarence,Cai,M,2020-06-07,Berlin,Germany
22610,Brent,Chen,M,2020-06-04,Berlin,Germany
22611,Chad,Deng,M,2020-11-24,Runcorn,United Kingdom
22612,Franklin,Huang,M,2020-08-07,Boulogne-sur-Mer,France
22613,Dale,Luo,M,2020-01-10,Oxon,United Kingdom
22614,Tommy,Shan,M,2020-01-18,London,United Kingdom
22615,Misty,Xu,F,2020-06-19,Hannover,Germany
22616,Jake,Zhang,M,2020-11-28,Maidenhead,United Kingdom
22617,Andres,Nath,M,2020-12-16,Erlangen,Germany
22618,Rosa,Cai,F,2020-12-06,London,United Kingdom
22619,Robin,Hernandez,F,2020-12-12,Hamburg,Germany
22620,Stefanie,Suri,F,2020-02-09,Hannover,Germany
22621,Xavier,Davis,M,2020-04-21,Werne,Germany
22622,Neil,Sanz,M,2020-08-27,London,United Kingdom
22623,Jamie,Suarez,M,2020-06-28,Stuttgart,Germany
22624,Sandra,Wu,F,2021-01-02,Roubaix,France
22625,Meagan,Patel,F,2020-02-25,Drancy,France
22626,Arturo,Anand,M,2020-08-07,Saint Germain en Laye,France
22627,Shawna,Sharma,F,2020-06-25,Essen,Germany
22628,Marshall,Lu,M,2020-06-04,Duesseldorf,Germany
22629,Matthew,Rodriguez,M,2020-06-06,Kirkby,United Kingdom
22630,Roger,Wu,M,2020-01-19,Esher-Molesey,United Kingdom
22631,Theodore,Serrano,M,2020-01-06,Esher-Molesey,United Kingdom
22632,Tabitha,Perez,F,2020-08-08,Paris,France
22633,Claudia,Zhao,F,2020-05-08,Hof,Germany
22634,Giraldo,Sandoval,F,2020-12-23,Kirkby,United Kingdom
22635,Kristi,Hernandez,F,2020-12-10,London,United Kingdom
22636,Stacey,Zhu,F,2020-12-23,Peterborough,United Kingdom
22637,Ana,Alexander,F,2020-12-05,Runcorn,United Kingdom
22638,Kristi,Gutierrez,F,2020-06-12,Solingen,Germany
22639,Lori,Munoz,F,2020-02-20,Gloucestershire,United Kingdom
22640,Caleb,Li,M,2020-02-13,Newcastle upon Tyne,United Kingdom
22641,Abigail,Diaz,F,2020-09-18,Saint-Denis,France
22642,Garrett,Rivera,M,2020-02-14,Stoke-on-Trent,United Kingdom
22643,Brenda,Suri,F,2020-02-22,Berkshire,United Kingdom
22644,Marc,Ortega,M,2020-06-23,Hamburg,Germany
22645,Isabella,Murphy,F,2020-09-15,Metz,France
22646,Cara,She,F,2020-02-16,London,United Kingdom
22647,Taylor,Martinez,F,2020-08-29,Chatou,France
22648,Kaitlin,Srini,F,2020-09-06,Pantin,France
22649,Corey,Tang,M,2020-09-20,Metz,France
22650,Kristina,Suri,F,2020-06-07,Eilenburg,Germany
22651,Frederick,Sara,M,2020-09-22,Les Ulis,France
22652,Gilbert,Shan,M,2020-06-18,Kiel,Germany
22653,Carolyn,Dominguez,F,2020-02-11,London,United Kingdom
22654,Orlando,Romero,M,2020-09-16,Colombes,France
22655,Lucas,Young,M,2020-07-16,Hof,Germany
22656,Willie,Goel,M,2020-03-22,Leeds,United Kingdom
22657,Clinton,Suarez,M,2020-09-08,Watford,United Kingdom
22658,Devin,Rodriguez,M,2020-11-06,Bobigny,France
22659,Shawna,Luo,F,2020-11-09,Hof,Germany
22660,Monica,Lopez,F,2021-01-13,Bottrop,Germany
22661,Tracy,Shan,F,2020-10-31,Colombes,France
22662,Tyrone,Carlson,M,2020-11-20,Kirkby,United Kingdom
22663,Terrence,Deng,M,2020-09-24,Boulogne-sur-Mer,France
22664,Dawn,Yang,F,2020-10-08,Lille,France
22665,Orlando,Diaz,M,2020-05-16,Hof,Germany
22666,Mayra,Srini,F,2020-06-16,München,Germany
22667,Roy,Rana,M,2020-01-03,Gloucestershire,United Kingdom
22668,Adrienne,Hernandez,F,2020-01-16,London,United Kingdom
22669,Lindsay,Raji,F,2020-01-19,London,United Kingdom
22670,Erika,Sanz,F,2020-03-14,York,United Kingdom
22671,Wyatt,King,M,2020-03-05,Leeds,United Kingdom
22672,Crystal,Wu,F,2020-07-01,Kirkby,United Kingdom
22673,Andy,Gill,M,2020-09-14,Pantin,France
22674,Troy,Prasad,M,2020-07-02,Hof,Germany
22675,Alexandra,Winston,F,2020-09-15,Paris,France
22676,Stefanie,Jordan,F,2020-02-23,Paris,France
22677,Reginald,Carlson,M,2020-11-12,Hamburg,Germany
22678,Sydney,Lee,F,2020-07-16,Hof,Germany
22679,Derrick,Dominguez,M,2020-08-31,München,Germany
22680,Lee,Suarez,M,2020-11-18,Paderborn,Germany
22681,Tristan,Barnes,M,2020-06-10,Bobigny,France
22682,Willie,Luo,M,2021-01-17,Cergy,France
22683,David,Garcia,M,2020-05-18,Villeneuve-d'Ascq,France
22684,Lauren,Cooper,F,2020-11-27,Hamburg,Germany
22685,Barbara,Ma,F,2020-07-25,Hamburg,Germany
22686,Wayne,Anand,M,2020-03-11,London,United Kingdom
22687,Javier,Jiménez,M,2019-12-29,London,United Kingdom
22688,Seth,Perez,M,2020-07-25,Ingolstadt,Germany
22689,Gilbert,Zheng,M,2020-10-15,Les Ulis,France
22690,Kurt,Luo,M,2020-10-25,Les Ulis,France
22691,Gerald,Raman,M,2020-10-17,Suresnes,France
22692,Paula,Alonso,F,2020-11-15,Croix,France
22693,Darryl,Gao,M,2020-02-02,Cergy,France
22694,Molly,Kapoor,F,2020-07-07,Duesseldorf,Germany
22695,Darren,Martin,M,2020-03-10,London,United Kingdom
22696,Kari,Vazquez,F,2020-11-15,Boulogne-sur-Mer,France
22697,Harold,Sara,M,2020-03-06,Drancy,France
22698,Bradley,Andersen,M,2020-04-13,Les Ulis,France
22699,Clarence,Chande,M,2020-11-23,Paderborn,Germany
22700,Gina,Serrano,F,2020-07-18,Berlin,Germany
22701,Anne,Navarro,F,2020-07-04,Kiel,Germany
22702,Patricia,Gonzalez,F,2020-11-13,Colombes,France
22703,Melvin,Raji,M,2021-01-07,Les Ulis,France
22704,Bethany,Raje,F,2020-06-15,Paris,France
22705,Adriana,Kapoor,F,2020-02-11,Berlin,Germany
22706,Andy,Ruth,F,2021-01-16,Hamburg,Germany
22707,Haley,Russell,F,2020-08-11,Neunkirchen,Germany
22708,Anne,Ruiz,F,2020-09-10,Suresnes,France
22709,Tamara,Gao,F,2020-09-13,Dunkerque,France
22710,Trisha,Zhao,F,2020-04-18,Frankfurt am Main,Germany
22711,Isaiah,Hernandez,M,2020-07-17,Frankfurt,Germany
22712,Monique,Romero,F,2020-10-20,Metz,France
22713,Joseph,Miller,M,2018-06-21,Cliffside,Canada
22714,Angelica,Alexander,F,2020-06-25,Shawnee,Canada
22715,Marcus,Watson,M,2020-05-16,Sooke,Canada
22716,Caleb,Nelson,M,2020-07-17,Edmonds,United States
22717,Nicole,Watson,F,2020-07-09,Walla Walla,United States
22718,Zachary,Simmons,M,2020-07-28,Berkeley,United States
22719,Jesse,Brooks,M,2020-07-18,Concord,United States
22720,Jonathan,Alexander,M,2020-12-26,Long Beach,United States
22721,Colleen,Lin,F,2020-08-07,Ballard,United States
22722,Tina,Fernandez,F,2020-07-20,Burlingame,United States
22723,Alexander,Anderson,M,2020-09-29,West Covina,United States
22724,Noah,Evans,M,2020-07-28,Downey,United States
22725,Richard,Gonzales,M,2020-08-03,Puyallup,United States
22726,Anna,Morris,F,2020-12-28,Kirkland,United States
22727,Jodi,She,F,2020-04-06,Bremerton,United States
22728,Arianna,Russell,F,2020-02-24,Cliffside,Canada
22729,Seth,Nelson,M,2020-04-06,Grossmont,United States
22730,Timothy,Perez,M,2020-09-02,Royal Oak,Canada
22731,Brandon,Henderson,M,2020-07-09,La Jolla,United States
22732,Sean,Turner,M,2018-06-01,Sooke,Canada
22733,Alexandria,Powell,F,2020-07-04,Bremerton,United States
22734,Maria,Adams,F,2020-02-24,San Francisco,United States
22735,Katherine,Jones,F,2020-05-02,Corvallis,United States
22736,Katherine,Morgan,F,2020-03-12,Tacoma,United States
22737,Heidi,Sai,F,2020-06-13,Berkeley,United States
22738,Haley,Diaz,F,2020-10-16,Novato,United States
22739,Destiny,Rodriguez,F,2020-02-13,Langley,Canada
22740,Kimberly,Rogers,F,2020-11-07,Berkeley,United States
22741,Darryl,He,M,2020-03-24,Ballard,United States
22742,Nathan,Nelson,M,2020-03-04,Beaverton,United States
22743,Kaylee,Murphy,F,2020-03-01,Kirkland,United States
22744,Edward,Wright,M,2020-09-30,Concord,United States
22745,Alexandria,Patterson,F,2020-03-09,Woodland Hills,United States
22746,Erica,Zhang,F,2020-07-17,Concord,United States
22747,Brianna,Martinez,F,2020-04-15,Glendale,United States
22748,Adam,Phillips,M,2018-07-05,Royal Oak,Canada
22749,Miranda,Patterson,F,2020-07-11,Port Orchard,United States
22750,Jesse,Gonzalez,M,2020-10-18,Downey,United States
22751,Samuel,Rodriguez,M,2020-06-13,El Cajon,United States
22752,Daniel,Brown,M,2020-05-18,Lebanon,United States
22753,Hailey,Morgan,F,2020-07-29,Portland,United States
22754,Robert,Foster,M,2020-09-12,Marysville,United States
22755,Christian,Brown,M,2020-12-12,Cliffside,Canada
22756,Jon,Nath,M,2020-05-01,Berkeley,United States
22757,Savannah,Peterson,F,2021-01-16,Mill Valley,United States
22758,Katherine,Jackson,F,2020-04-04,Corvallis,United States
22759,Julia,Ramirez,F,2020-06-18,Olympia,United States
22760,Hunter,Chen,M,2020-04-20,Olympia,United States
22761,Eduardo,Price,M,2020-09-18,Renton,United States
22762,Melissa,Diaz,F,2020-09-28,Renton,United States
22763,Rebecca,Gonzalez,F,2020-10-09,Seattle,United States
22764,Chase,Brooks,M,2020-09-03,Yakima,United States
22765,Luis,Collins,M,2018-07-06,Westminster,Canada
22766,Cassidy,Hayes,F,2020-05-20,Port Orchard,United States
22767,Luis,Hernandez,M,2020-03-25,Woodburn,United States
22768,Aaron,Zhang,M,2020-04-19,Burbank,United States
22769,Benjamin,Martin,M,2020-06-08,Long Beach,United States
22770,Chloe,Morgan,F,2020-07-20,Oakland,United States
22771,Mason,King,M,2021-01-08,Victoria,Canada
22772,Erin,Watson,F,2020-03-23,Victoria,Canada
22773,Autumn,Zhang,F,2020-10-29,Bellingham,United States
22774,Caleb,Alexander,M,2020-12-25,Everett,United States
22775,Madison,Martinez,F,2020-07-03,Concord,United States
22776,Julia,Perry,F,2020-05-30,La Jolla,United States
22777,Tyler,Garcia,M,2020-06-05,Edmonds,United States
22778,Monique,Dominguez,F,2020-04-24,Bellflower,United States
22779,Lance,Ruiz,M,2021-01-14,Berkeley,United States
22780,Jennifer,Rogers,F,2020-04-21,Long Beach,United States
22781,Hunter,Powell,M,2021-01-07,Palo Alto,United States
22782,Dakota,Wood,M,2020-07-22,San Gabriel,United States
22783,Isaac,Green,M,2020-09-09,Lynnwood,United States
22784,Nicholas,Jackson,M,2020-07-08,Los Angeles,United States
22785,Oscar,Perry,M,2018-07-03,N. Vancouver,Canada
22786,Wyatt,Goldstein,M,2020-11-02,Burien,United States
22787,Andrea,Sanchez,F,2020-07-05,Woodland Hills,United States
22788,Jordan,Jenkins,M,2020-07-13,Torrance,United States
22789,Richard,Taylor,M,2020-07-17,San Diego,United States
22790,Luke,Phillips,M,2020-07-25,Santa Cruz,United States
22791,Taylor,Jenkins,F,2020-04-23,Chula Vista,United States
22792,Thomas,Carter,M,2020-08-09,Portland,United States
22793,Antonio,Jenkins,M,2020-09-24,Yakima,United States
22794,Kelli,Deng,F,2020-03-04,Gloucestershire,United Kingdom
22795,Tara,Yuan,F,2020-02-21,Paris,France
22796,Brad,Nath,M,2020-05-16,Saint Ouen,France
22797,Leonard,She,M,2020-12-20,Grevenbroich,Germany
22798,Heidi,Fernandez,F,2020-05-07,Gateshead,United Kingdom
22799,Riley,Alexander,F,2020-11-23,Billericay,United Kingdom
22800,Dwayne,Alvarez,M,2020-12-08,Colombes,France
22801,Alicia,Raje,F,2020-09-13,Bonn,Germany
22802,Ann,Van,F,2021-01-21,Frankfurt,Germany
22803,Marshall,Shan,M,2020-12-20,Werne,Germany
22804,Kelly,Butler,F,2020-04-06,Hamburg,Germany
22805,Cristina,Goel,F,2020-12-06,Bonn,Germany
22806,Crystal,Sun,F,2020-10-15,Eilenburg,Germany
22807,Cindy,Garcia,F,2021-01-12,London,United Kingdom
22808,Ebony,Suri,F,2020-01-19,West Sussex,United Kingdom
22809,Martin,Sara,M,2020-12-30,Frankfurt am Main,Germany
22810,Nathaniel,Sanchez,M,2020-12-22,Paderborn,Germany
22811,Brent,Stone,M,2020-11-17,Gloucestershire,United Kingdom
22812,Destiny,Washington,F,2020-08-14,Leeds,United Kingdom
22813,Jerry,Deng,M,2020-10-27,London,United Kingdom
22814,Edwin,Kumar,M,2020-03-24,Suresnes,France
22815,Margaret,Wang,F,2020-08-28,Hamburg,Germany
22816,Erica,Cai,F,2020-12-13,Offenbach,Germany
22817,Calvin,Nath,M,2020-12-13,Salzgitter,Germany
22818,Janet,Ruiz,F,2020-01-29,Oxon,United Kingdom
22819,Daisy,Alvarez,F,2020-08-16,London,United Kingdom
22820,Alex,Nelson,M,2021-01-25,Villeneuve-d'Ascq,France
22821,Wendy,Munoz,F,2020-06-07,Kassel,Germany
22822,Devin,Anderson,M,2019-12-31,Warrington,United Kingdom
22823,Isabel,Alexander,F,2020-09-10,Runcorn,United Kingdom
22824,April,Nath,F,2020-12-14,Roncq,France
22825,Kelli,Zeng,F,2020-09-06,Billericay,United Kingdom
22826,Christian,Russell,M,2020-03-15,Gateshead,United Kingdom
22827,Clayton,Gao,M,2020-06-07,Versailles,France
22828,Francisco,Suri,M,2020-01-14,Oxon,United Kingdom
22829,Chelsea,Chandra,F,2020-12-05,Cergy,France
22830,Lee,Travers,M,2020-12-27,Hamburg,Germany
22831,Victor,Ruiz,M,2020-05-01,Boulogne-Billancourt,France
22832,Martin,Gonzalez,M,2020-03-13,Boulogne-Billancourt,France
22833,Bruce,Prasad,M,2020-10-23,Croix,France
22834,Darryl,Zhou,M,2020-09-06,Berlin,Germany
22835,Alan,Zhang,M,2020-03-14,Essen,Germany
22836,Michele,Sai,F,2020-12-08,Kiel,Germany
22837,Sergio,Chandra,M,2020-09-12,London,United Kingdom
22838,Cedric,Rai,M,2020-07-18,Newcastle upon Tyne,United Kingdom
22839,Brandy,Mehta,F,2020-02-05,Gold Coast,Australia
22840,Dominic,Sullivan,M,2020-10-21,Coffs Harbour,Australia
22841,Douglas,Martinez,M,2020-03-05,Findon,Australia
22842,Michele,Nara,F,2020-06-17,Brisbane,Australia
22843,Tiffany,Lu,F,2020-04-12,Darlinghurst,Australia
22844,Marie,Arun,F,2020-03-31,Springwood,Australia
22845,Jake,Chen,M,2019-05-09,Sydney,Australia
22846,Frank,Gutierrez,M,2020-01-30,Melbourne,Australia
22847,Jaclyn,Chen,F,2020-05-11,Goulburn,Australia
22848,Peter,Pal,M,2020-02-05,Malabar,Australia
22849,Kristopher,Suri,M,2020-12-09,South Melbourne,Australia
22850,Devon,Luo,M,2019-05-23,Rhodes,Australia
22851,Kaylee,Edwards,F,2019-05-10,Caloundra,Australia
22852,Billy,Alonso,M,2020-11-20,Cranbourne,Australia
22853,Tasha,Pal,F,2020-05-27,Newcastle,Australia
22854,Ebony,Mehta,F,2019-05-11,Townsville,Australia
